SNAPDIST,DISTRICT,DZCNTYNM,REGION,DZRATING,DZCAMPUS,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETOTHP,DPETECOP,DPETLEPP,DPETSPEP,DPETBILP,DPETVOCP,DPETGIFP,DA0AT06R,DA0708DR06R,DADC406R,DA0GR06N,DAGC406R,DA311TA07R,DA311TR07R,DA311TW07R,DA311TM07R,DA311TC07R,DA311TS07R,DB311TA07R,DH311TA07R,DW311TA07R,DO311TA07R,DE311TA07R,DA0SU07R,DA0CT06R,DA0CC06R,DA0CS06R,DA0CA06R,DPSATOFC,DPSTTOFC,DPSCTOFP,DPSSTOFP,DPSUTOFP,DPSTTOFP,DPSETOFP,DPSXTOFP,DPSCTOSA,DPSSTOSA,DPSUTOSA,DPSTTOSA,DPSAMIFP,DPSAKIDR,DPSTKIDR,DPST05FP,DPSTEXPA,DPSTADFP,DPSTURNR,DPSTBLFP,DPSTHIFP,DPSTWHFP,DPSTOEFP,DPSTREFP,DPSTSPFP,DPSTCOFP,DPSTBIFP,DPSTVOFP,DPSTGOFP,DPFVTOTK,DPFTADPR,DPFRAALLT,DPFRAALLK,DPFRASTAP,DZRVLOCP,DPFRAFEDP,DPFFENDT,DPFFENDP,DPFEAALLT,DPFEAOPFT,DPFEAOPFK,DPFEAINSP,DZEXADMP,DZEXADSP,DZEXPLAP,DZEXOTHP,DPFEAINST,DPFEAINSK,DPFPAREGP,DPFPASPEP,DPFPACOMP,DPFPABILP,DPFPAVOCP,DPFPAGIFP,DPFPAATHP,DPFPAOTHP
Lago Vista,227912,227 TRAVIS,13,AA,3,1214,1,16,80,3,20.2,6,10,5,16,6,96.2,0,0,73,97.3,81,94,95,88,81,96,17,66,85,89,68,94,85.5,28.8,1044,20.4,142,88,2,4,9,62,14,9,85077,68439,49478,41383,4,8.5,13.8,30.5,11,15.9,26.1,0,1,97,2,75,15,0,3,2,5,824134,1.565000,11208203,9387,9,87,4,2997330,21,10633943,8839693,7403,56,6,5,12,20,4964126,4158,71,16,2,2,2,1,4,2
Lake Travis,227913,227 TRAVIS,13,AA,8,5563,2,14,81,3,11.8,5,9,3,18,11,96.1,0,2.6,318,89.1,91,98,97,93,91,98,84,75,93,92,66,92,86.7,55.1,1126,24.2,683,365,1,2,8,53,5,29,106614,66896,52365,45553,17,8.1,15.2,38.9,10.2,31.1,15.1,0,9,89,1,71,10,3,3,3,11,863493,1.619000,51144373,9661,8,89,3,11760728,18,69542669,38444266,7262,57,8,5,11,19,21905480,4138,71,15,3,2,2,3,5,0
Groveton,228901,228 TRINITY,06,AA,2,694,13,6,80,0,52.9,1,11,1,29,4,96.6,0.7,2.6,39,97.4,73,91,96,78,68,93,50,84,75,.,63,.,70,19,956,18.3,123,60,2,5,3,49,16,26,74400,60809,43574,38792,13,5.7,11.6,30,12.2,8.3,15.8,10,3,87,0,71,10,9,1,9,0,184006,1.335000,7667760,11760,46,34,20,1394994,24,7379409,7100025,10890,53,10,6,10,21,3781470,5800,42,30,14,0,9,0,5,1
Trinity,228903,228 TRINITY,06,AA,3,1174,21,14,65,0,77.3,8,12,8,18,6,95.2,0.5,10.7,47,80.4,57,84,88,65,60,85,40,36,66,.,52,90,70.5,19.4,973,18.5,174,89,1,3,4,51,9,32,85000,52196,49610,39313,22,6.7,13.2,35.7,12.2,4.1,32.6,8,2,85,4,82,6,5,2,5,0,183927,1.480000,10220727,8603,52,37,11,2171620,26,13125662,9479499,7979,55,7,6,13,20,5204511,4381,60,12,17,0,4,0,6,1
Centerville,228904,228 TRINITY,06,AA,2,160,0,2,98,1,62.5,0,11,0,26,5,96.3,0,16.7,14,77.8,66,88,93,79,67,93,.,.,65,.,63,82,81.8,22.2,1076,.,33,19,3,3,1,55,19,18,72440,61625,44270,39456,0,4.8,8.6,18.9,13.3,21.6,13.2,0,0,100,0,76,6,8,0,10,1,142412,1.352000,1719468,10235,61,25,14,134801,9,1845808,1799564,10712,64,7,3,10,17,1144456,6812,68,8,13,0,7,1,3,0
Apple Springs,228905,228 TRINITY,06,AA,2,183,17,4,79,0,56.8,0,20,0,32,14,96.1,0,14.3,12,85.7,62,88,89,82,59,89,42,.,66,.,54,93,60,16.7,935,.,39,21,3,2,4,53,18,20,64500,54500,44343,33652,18,4.7,8.8,38.7,11.5,22.7,22.6,5,5,90,0,75,5,7,0,12,1,136782,1.335000,2118766,12687,56,31,13,319590,18,1999797,1944502,11644,59,11,4,9,17,1152899,6904,61,12,17,0,6,0,4,0
Colmesneil,229901,229 TYLER,05,RE,3,556,1,2,97,1,52.2,0,13,0,34,5,95.5,0,0,37,92.7,73,90,87,81,77,87,.,.,72,.,72,97,89.7,15.4,983,19.8,81,44,2,3,3,54,11,27,73923,53863,53383,38143,7,6.8,12.7,25.2,10.6,7.6,20.6,0,0,94,6,80,6,5,0,7,3,149901,1.370000,5542768,10458,52,28,20,929468,23,4364550,3818746,7205,58,9,6,12,15,2206730,4164,60,10,21,0,5,0,4,0
Woodville,229903,229 TYLER,05,AA,4,1383,29,5,63,3,60.6,2,19,2,18,5,96,0,1.1,86,96.6,64,88,94,70,69,88,47,61,71,52,54,90,74.6,8.5,910,16.3,251,111,1,3,7,44,18,27,76555,57404,47368,40832,20,5.5,12.5,24.4,13.1,14.4,19.3,8,0,91,0,72,16,4,0,5,3,345150,1.460000,18006989,13498,34,46,19,4544593,39,14783430,13584077,10183,50,8,4,16,21,6771956,5076,51,26,13,0,4,0,5,1
Warren,229904,229 TYLER,05,AA,4,1154,2,3,95,0,49.7,0,12,0,25,4,95.1,0,3,59,89.4,71,93,95,79,68,90,25,76,72,.,66,75,51,11.5,935,19.8,171,92,2,3,4,54,13,24,66769,56034,43388,40055,6,6.7,12.5,35.7,11.8,13.3,14.3,0,1,99,0,86,6,3,0,4,2,193023,1.370000,8861477,7821,55,37,8,2905363,29,9121774,8197413,7235,55,7,6,11,21,4498672,3971,69,9,12,0,5,0,5,0
Spurger,229905,229 TYLER,05,AA,2,424,1,1,97,1,50.7,0,16,0,32,2,95.8,0,0,30,94.1,74,95,87,81,71,97,80,.,74,.,73,96,48,8.3,.,18.1,71,36,1,3,4,51,15,25,69500,54500,42796,39286,0,6,11.8,29.2,12.2,12.5,20.8,0,0,100,0,77,11,3,0,9,1,107076,1.490000,4546593,10956,62,20,18,1218824,35,3667690,3356999,8089,56,9,5,11,19,1869396,4505,62,14,15,0,5,1,3,0
Chester,229906,229 TYLER,05,AA,2,193,11,4,85,0,47.7,0,19,0,37,1,95.1,2.8,0,17,94.1,51,86,.,65,54,76,25,.,53,.,34,74,38.5,20,1016,.,36,19,0,0,3,51,8,36,72000,72000,27759,38770,8,5.3,10.3,35.7,11.4,31.6,16.7,5,0,95,0,78,9,0,0,12,0,246262,1.410000,2151736,12088,48,43,9,106311,7,2060806,1915921,10764,46,8,6,16,24,882036,4955,47,15,20,0,8,0,9,0
Big Sandy,230901,230 UPSHUR,07,AA,3,757,17,6,77,0,53,2,13,3,17,5,95.9,0,5.8,46,86.5,55,89,88,66,68,83,25,56,60,.,52,84,84.8,14.3,1059,19.4,135,70,1,3,7,52,9,27,70416,55237,43169,37860,13,5.6,10.8,42.7,11,14.3,32.6,9,1,89,0,83,6,6,1,4,1,182380,1.431000,7966911,10825,48,35,17,1530210,27,6983570,6617213,8991,60,8,7,10,16,3948620,5365,49,31,12,1,3,1,4,0
Gilmer,230902,230 UPSHUR,07,AA,4,2367,19,8,72,2,55.5,4,12,4,21,4,95.3,0.2,10.9,122,82.3,66,87,88,72,77,90,45,53,73,68,55,92,63.5,21.3,1023,19.9,364,179,1,2,6,49,10,31,78522,56644,47967,42100,22,6.5,13.2,25.4,13.9,25.7,13,8,2,90,0,87,7,4,2,0,0,320905,1.485000,20091137,8851,29,60,11,4201175,25,29690693,17612482,7759,54,5,5,11,24,9583444,4222,62,13,14,1,4,0,6,0
Ore City,230903,230 UPSHUR,07,AA,3,847,14,9,77,0,51,3,17,3,17,6,95.9,0.6,.,0,.,75,91,89,83,77,91,49,72,79,.,68,89,.,20,.,19.5,130,67,2,2,6,52,15,22,61811,59187,44453,39044,8,6.5,12.6,25.9,12.4,16.3,18,1,0,99,0,79,10,4,1,3,3,119166,1.450000,7822748,9139,61,25,14,2048309,34,7808628,6476864,7566,56,8,5,10,21,3648923,4263,53,17,18,1,4,1,7,0
Union Hill,230904,230 UPSHUR,07,AA,2,301,20,3,77,1,58.8,0,12,0,36,3,96.6,0,0,23,96.2,70,92,97,75,85,84,62,80,73,.,65,94,61.9,46.2,1116,20.3,56,28,2,4,4,50,21,19,85000,56000,45508,38394,11,5.4,10.7,24.8,10.4,11.5,17.7,0,0,96,4,82,7,4,0,8,0,273011,1.370000,3097763,9772,48,42,10,1244149,42,2752975,2710600,8551,56,8,5,12,20,1512905,4773,66,11,14,0,4,0,5,0
Harmony,230905,230 UPSHUR,07,RE,4,1008,0,11,87,2,43.6,4,11,4,39,6,96.8,0,0,66,96.9,76,95,92,84,78,94,.,61,79,60,69,83,59.6,23.5,944,21.1,154,77,2,7,8,50,12,21,59217,40654,38420,40574,3,6.5,13.1,10.1,15.4,10.1,11.4,0,0,100,0,83,8,0,1,7,1,331957,1.419000,8639125,8709,36,56,8,1619179,22,8266991,7502352,7563,58,5,6,12,19,4319657,4354,68,12,8,1,6,1,4,0
New Diana,230906,230 UPSHUR,07,RE,3,898,8,4,88,1,28.3,1,11,1,26,6,96.7,0,1.4,69,95.7,84,97,93,89,82,99,63,65,87,80,76,89,67.9,10.5,959,20.1,126,74,2,3,6,59,9,21,74554,49368,48662,40086,10,7.1,12.1,21,13.2,20.7,23,0,1,99,0,84,6,3,0,5,2,117153,1.483000,7401986,7985,70,24,6,1310396,20,8267113,6681016,7207,56,8,5,11,20,3753923,4050,71,12,7,0,5,0,5,0
Union Grove,230908,230 UPSHUR,07,AA,3,775,1,2,95,2,32.8,0,8,0,32,7,95.6,0,0,46,100,71,92,93,77,78,94,38,92,71,75,63,73,46.3,5.3,.,18.6,112,55,2,4,8,49,16,21,70531,55646,40500,39165,3,6.9,14,23.5,16.9,22.9,9.5,0,2,98,0,77,4,9,0,8,2,262376,1.401000,6186694,8077,47,46,7,1764590,32,5714600,5338181,6969,54,8,5,12,21,2886012,3768,67,13,10,0,6,0,5,0
McCamey,231901,231 UPTON,18,AA,3,465,1,62,37,0,59.4,6,16,6,26,3,94.9,0,0,36,94.6,64,87,84,75,70,90,.,60,69,.,56,90,76.7,4.3,875,18.2,94,43,2,2,5,45,14,31,80302,64921,48716,44219,37,4.9,10.8,32.6,11.7,18.9,14.3,2,14,84,0,78,7,5,1,5,4,2853065,1.402000,7688143,16463,8,83,9,4986455,26,6743204,6161918,13195,48,12,6,15,19,2944099,6304,49,25,15,1,3,1,6,0
Rankin,231902,231 UPTON,18,AA,2,213,1,38,60,1,58.2,5,12,5,35,6,96.2,0,0,17,100,75,93,92,89,74,98,.,59,84,.,68,94,86.7,15.4,.,20.2,51,24,3,4,2,46,16,29,76906,75147,53513,44447,12,4.2,9,33.8,11,7,19.1,0,8,92,0,72,8,0,13,8,0,4887210,1.393000,4628238,20570,8,86,6,3739777,27,4005362,3319053,14751,51,11,7,15,17,1675157,7445,61,7,14,1,6,3,9,0
Gabriel Tafolla Charter,232801,232 UVALDE,20,AU,1,138,1,93,6,0,80.4,3,7,3,0,0,94.1,0,28.6,11,71.4,35,76,54,43,22,64,.,34,60,.,38,71,40,.,.,.,21,12,0,2,27,57,14,0,.,64851,20045,27969,82,6.6,11.6,84.2,3.1,0,73.4,0,67,33,0,89,7,0,0,3,0,0,0.000000,1375618,9826,67,9,25,189354,18,1357288,1342759,9591,61,13,1,15,10,819078,5851,54,8,38,0,0,0,0,0
Knippa,232901,232 UVALDE,20,RE,1,273,1,45,51,3,46.9,4,7,3,26,11,96.5,0,6.3,15,93.8,85,98,98,88,87,96,.,77,92,.,79,80,85.7,25,.,18.8,42,20,5,2,2,48,18,25,65180,63500,43360,37931,43,6.6,13.8,21.5,14.8,17.7,12.2,0,5,95,0,78,5,5,5,8,0,158193,1.270000,2187614,7785,65,29,7,174234,8,2145473,2023156,7200,58,9,5,11,17,1181238,4204,68,8,11,0,6,1,6,0
Sabinal,232902,232 UVALDE,20,AA,3,543,1,68,31,1,69.4,9,13,9,34,6,95.6,0,0,36,97.2,62,83,91,78,59,87,.,56,74,.,57,81,58.1,22.2,.,20.1,83,48,2,4,6,58,0,30,55233,51222,43908,42620,37,6.6,11.3,25.7,13.7,16.4,26.9,0,19,81,0,84,9,0,2,6,0,269660,1.100000,5866433,10532,54,28,18,861200,19,5701217,5526350,9922,57,8,3,9,22,3164351,5681,49,29,12,0,4,0,6,0
Uvalde Cons,232903,232 UVALDE,20,AA,9,5047,1,87,12,1,79,9,10,6,21,4,94.1,0.2,14.5,278,76,57,83,91,67,57,76,57,54,78,88,53,79,49.4,10,901,17.1,768,381,1,3,7,50,12,27,80697,58434,52193,40241,61,6.6,13.2,35.7,11.4,16,14.6,1,43,55,1,63,15,11,7,5,0,138313,1.444000,43680368,8493,57,26,17,2584787,8,43227360,39242962,7630,56,7,5,10,23,21797616,4238,53,15,24,1,3,0,3,0
Utopia,232904,232 UVALDE,20,RE,1,192,1,14,85,0,47.4,3,10,3,29,7,95.4,0,0,20,95,86,99,.,91,86,95,.,76,88,.,80,88,76.5,38.5,1164,21.6,38,20,8,3,2,53,13,21,48341,60811,41002,38813,16,5.1,9.7,15.1,12.3,1.2,11.3,0,15,85,0,85,5,1,1,8,0,645986,1.281000,2123206,10723,16,77,8,976044,50,2368290,1906226,9627,54,9,4,12,21,1020915,5156,63,11,17,0,9,0,0,0
San Felipe-Del Rio Cons,233901,233 VAL VERDE,15,AA,13,10167,1,90,9,1,72,19,12,17,27,9,94.7,0.5,12.8,483,71.4,58,85,90,67,59,82,68,56,74,65,52,94,41.2,13.7,905,17.4,1361,644,1,2,6,47,11,32,82297,68105,51539,44689,79,7.5,15.8,29.7,14.1,17.5,10.3,1,67,32,0,65,9,2,14,5,4,110063,1.432000,79136852,7625,57,24,19,15848761,23,79219566,71831871,6922,58,7,5,10,20,41592852,4008,48,12,23,9,5,1,3,0
Comstock,233903,233 VAL VERDE,15,AA,1,199,1,50,43,6,30.7,1,9,1,41,7,97.4,0,0,14,100,73,96,93,81,76,92,.,68,77,80,63,88,76.9,30,963,.,35,17,5,3,4,49,11,27,63011,52988,48461,40508,30,5.7,11.7,33.6,9.3,2.1,2.7,0,23,77,0,89,6,0,0,5,0,948514,1.530000,2422758,12685,8,88,3,432602,16,2579587,2100607,10998,49,14,4,12,21,1028734,5386,69,13,6,0,6,1,4,0
Ranch Academy,234801,234 VAN ZANDT,07,EA,1,33,3,9,88,0,15.2,0,18,0,3,0,99.3,25,15.2,14,39.4,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,9,5,9,16,7,57,11,0,80000,32855,51216,39952,11,3.6,6.4,38.9,7.5,2.8,19.8,0,0,81,19,78,22,0,0,0,0,0,0.000000,562304,14418,81,1,19,516361,117,600880,600880,15407,57,9,22,7,6,341139,8747,40,35,25,0,1,0,0,0
Canton,234902,234 VAN ZANDT,10,RE,4,1904,3,8,87,1,32.4,3,10,2,22,5,96.8,0,0.8,112,93.4,86,96,99,91,88,98,52,72,88,86,78,94,72.1,33.3,1026,20.8,249,133,1,2,4,53,12,27,82373,67631,49324,42411,8,7.7,14.3,18.1,14.7,16.7,17.2,0,2,98,1,74,8,7,0,5,7,278646,1.554000,15455588,8204,37,58,5,2543179,19,15263380,12495725,6633,57,6,5,12,19,7096317,3767,63,12,10,1,5,5,6,0
Edgewood,234903,234 VAN ZANDT,07,AA,4,937,5,6,89,1,41.8,2,14,2,29,9,96,0,5.6,66,90.3,73,93,95,80,73,93,53,59,74,.,63,86,48.3,7.1,910,19.9,133,71,2,3,7,53,7,27,59536,65983,43161,40748,5,7,13.3,18.3,13.2,8.4,9.4,1,3,96,0,78,8,3,0,6,4,200166,1.393000,9857492,10738,52,30,17,718889,11,10039550,8580062,9346,53,6,6,10,25,4582771,4992,41,39,9,0,6,1,4,0
Grand Saline,234904,234 VAN ZANDT,07,AA,7,1167,2,19,79,0,49.4,7,13,7,32,7,95.9,0,12.3,62,82.2,73,94,96,79,71,92,.,59,76,.,67,90,51.8,17.2,959,19.8,163,87,1,4,3,53,10,28,59848,64083,41941,38820,7,7.2,13.5,33.4,10.5,18.2,19.9,0,3,97,0,71,10,7,2,6,4,171396,1.322000,11120473,9252,48,44,8,2108709,27,8741578,7860101,6539,56,7,5,12,20,4434108,3689,52,14,20,1,4,1,6,1
Martins Mill,234905,234 VAN ZANDT,07,RE,2,500,2,15,83,1,46.8,6,14,6,28,7,97.7,0,0,42,97.5,89,99,.,91,92,99,.,78,91,.,85,90,55.6,25,1014,22.3,56,41,2,6,6,72,14,0,76004,51359,41574,37709,0,8.9,12.3,33.4,10.4,4.9,8.6,0,0,100,0,72,7,2,1,13,4,157944,1.426000,4526149,9589,64,28,8,934182,23,5110500,3793055,8036,56,7,6,11,20,2127872,4508,58,14,14,0,9,0,4,0
Van,234906,234 VAN ZANDT,07,AA,4,2225,3,14,83,1,48.9,6,13,6,21,5,95.7,0,0,145,94.7,74,92,95,80,74,93,55,64,76,90,69,94,51.6,15.6,976,18.7,308,159,2,2,5,52,12,27,79161,56185,51248,42089,5,7.2,14,26.5,12.6,17.5,11.9,1,1,97,1,73,8,9,1,4,5,222743,1.525000,17058891,7909,48,41,11,2240627,15,19016718,15896631,7370,56,6,5,11,22,8962167,4155,65,14,12,0,4,0,4,0
Wills Point,234907,234 VAN ZANDT,10,AA,5,2663,7,11,81,1,53.7,3,12,3,22,5,95.8,0,0.6,168,94.6,76,94,97,83,73,91,54,70,79,80,70,99,49.3,29.7,993,21,391,180,1,2,6,46,13,31,102177,63362,50382,43180,12,6.8,14.8,28.7,13.4,18.9,11.8,2,2,94,2,75,9,7,1,5,3,168940,1.440000,21876926,8112,55,32,13,2932148,16,22339782,19164295,7106,55,5,5,11,24,10507024,3896,57,15,15,1,4,3,5,0
Fruitvale,234909,234 VAN ZANDT,07,RE,3,446,2,9,88,1,66.4,2,17,2,24,9,95.6,0,6.9,27,89.7,71,94,85,79,78,90,.,63,72,.,65,92,36.4,25,.,20.6,77,38,4,3,4,50,14,26,58114,63002,42765,37264,5,5.8,11.8,42.1,8.2,15.8,8.3,0,3,97,0,74,7,11,0,8,0,118288,1.441000,4690768,9672,69,21,10,1273151,34,4022129,3366011,6940,56,8,6,11,19,1881113,3879,52,15,23,0,5,1,4,0
Outreach Word Academy,235801,235 VICTORIA,03,AU,1,116,28,58,15,0,87.1,0,0,0,0,0,94.9,.,.,0,.,52,81,89,78,33,.,29,65,.,.,52,.,.,.,.,.,19,8,3,0,0,42,20,35,82740,.,.,27921,62,6.2,14.7,74.7,6.4,12.7,70.7,0,42,58,0,100,0,0,0,0,0,0,0.000000,77599,705,95,0,5,.,.,75692,75692,688,54,5,4,0,36,40894,372,66,10,10,4,4,7,0,0
Bloomington,235901,235 VICTORIA,03,AA,4,953,6,78,16,0,81.3,10,12,9,21,6,94.8,0,11.3,58,87.1,57,83,78,69,63,72,54,55,68,.,54,60,35.3,11.1,952,17.9,153,69,1,3,9,45,15,27,65750,57388,41067,41830,42,6.2,13.9,30.4,11.8,16,42.6,4,16,80,0,67,11,7,5,6,5,143836,1.491000,8788909,8950,62,25,13,2220658,29,8729722,7809408,7953,55,6,5,14,21,4260960,4339,50,16,22,2,5,2,4,0
Victoria,235902,235 VICTORIA,03,AA,23,13745,9,56,34,1,57.2,3,12,3,24,4,94,0.4,19.7,662,70.3,69,90,94,76,72,86,57,60,82,88,60,87,45.5,25.6,981,20.3,2045,930,1,3,9,45,15,27,74651,56294,46770,40415,42,6.7,14.8,31.3,13.4,17.5,15.3,6,18,76,1,70,13,5,2,5,6,264623,1.429000,108461765,7763,32,53,15,12968743,15,107523734,98724468,7066,57,6,5,12,21,56122651,4017,57,21,12,2,4,2,3,0
Nursery,235904,235 VICTORIA,03,AA,1,100,7,20,73,0,37,1,18,1,0,13,96.9,.,.,0,.,74,95,67,83,75,.,.,63,76,.,75,.,.,.,.,.,13,9,7,0,3,64,18,7,53500,.,44631,41717,11,7.4,11.7,11.7,16.4,23.4,13,0,0,100,0,78,1,21,0,0,0,1633017,1.254000,1018635,10837,6,83,11,392844,18,756279,749507,7973,63,11,9,7,10,475529,5059,71,11,18,0,0,0,0,0
Raven,236801,236 WALKER,06,EA,1,172,23,41,33,3,100,6,17,6,100,0,100,.,13,0,0,46,75,.,12,10,60,53,42,52,20,46,.,.,.,.,.,28,14,1,7,13,50,25,4,109091,49750,38309,39019,32,6.2,12.3,7.1,15,14.3,42.4,21,7,71,0,29,14,0,0,57,0,0,0.000000,1952363,12126,80,1,20,1443558,94,1938292,1938292,12039,68,3,4,21,4,1320286,8201,28,12,28,0,32,0,0,0
New Waverly,236901,236 WALKER,06,AA,4,846,26,8,66,1,50.4,2,12,2,27,7,95.7,0,1.5,63,88.1,80,94,98,87,80,89,62,83,85,.,73,96,62.3,18.2,880,19,153,71,2,3,8,46,14,26,72267,64661,51388,41325,23,5.5,12,22.6,13.8,12.7,15.8,16,1,83,0,76,12,4,0,5,2,189350,1.442000,8308217,9506,60,31,9,1786116,25,8767263,7445478,8519,54,7,7,11,22,4003220,4580,57,20,11,1,5,0,5,1
Huntsville,236902,236 WALKER,06,AA,10,6229,27,23,49,1,59.6,9,11,8,30,8,95.7,0.2,11,391,81.3,69,89,95,77,70,89,56,62,78,90,62,96,66.1,17.6,983,19.3,886,424,2,2,7,48,9,32,67478,61364,48462,40500,29,7,14.7,32.3,12.1,15.5,20.5,8,4,88,0,70,10,4,3,6,7,226097,1.527000,53609003,8196,44,44,13,13323558,30,52904196,45908733,7019,54,7,5,14,20,24624322,3765,61,17,11,1,4,1,3,2
Hempstead,237902,237 WALLER,04,AA,4,1391,31,45,23,1,74,20,15,15,23,8,95.9,0.4,0,74,89.2,60,82,95,68,67,87,40,63,78,88,56,94,77.8,7.1,836,16.3,214,107,2,4,4,50,14,25,66916,59601,50790,41286,47,6.5,12.9,50.8,8.6,26.1,29.9,28,7,65,1,63,14,6,7,4,6,243194,1.590000,13805222,10287,41,43,16,2428745,22,13510464,11268601,8397,54,6,7,14,19,6095741,4542,40,19,21,6,4,2,5,4
Waller,237904,237 WALLER,04,AA,8,5035,15,34,49,1,53.6,18,8,17,20,4,95.5,0.4,8.2,291,81,67,87,92,74,70,91,57,62,73,90,61,64,64.8,17.3,981,18.3,689,340,1,3,7,49,8,31,87697,62587,52888,44653,28,7.3,14.8,47.5,8.7,15.5,21.4,11,10,78,1,68,9,5,9,4,5,245325,1.690000,44377554,8826,38,51,11,5865036,17,47303773,36357410,7231,57,6,5,11,21,20714925,4120,57,15,12,8,3,1,4,0
Royal,237905,237 WALLER,04,AA,4,1904,28,56,15,1,75.5,19,11,18,24,3,95.1,1,12.5,84,83.3,53,78,85,64,63,85,45,52,73,.,50,97,56.4,15.9,1034,19,246,142,1,3,10,58,13,15,60907,62996,44747,40086,46,7.7,13.4,48.6,10,9.3,25,25,13,60,2,71,10,5,10,4,1,277115,1.520000,16902442,9302,37,53,10,3900155,26,15613072,13885209,7642,57,6,6,10,22,7863615,4328,49,17,18,8,4,1,3,1
Monahans-Wickett-Pyote,238902,238 WARD,18,AA,6,1932,7,52,40,1,50.6,5,14,3,16,3,96.1,0,1.9,158,94.3,69,90,93,78,66,88,60,63,78,.,63,96,65.9,27,1088,20.6,301,141,1,3,6,47,16,28,84249,56931,46305,41515,36,6.4,13.7,25.6,13.2,14.9,12,1,16,82,0,80,9,2,3,4,2,618271,1.485000,17835415,9008,10,81,9,7829162,41,17282227,15216402,7685,55,6,6,12,21,8301139,4192,62,15,11,1,4,0,6,1
Grandfalls-Royalty,238904,238 WARD,18,AA,1,131,2,54,44,0,48.9,2,19,2,21,2,94.9,0,0,12,100,51,84,77,68,48,70,.,53,48,.,48,93,44.4,.,.,.,34,20,3,0,0,60,12,25,72000,51300,51300,39210,28,3.9,6.6,35.1,13.4,14.9,31.3,0,10,90,0,82,8,3,0,8,0,1074967,1.428000,2265762,20787,7,87,6,1168482,47,2019557,1707312,15663,57,13,3,13,14,975261,8947,57,11,16,0,8,0,8,0
Brenham,239901,239 WASHINGTON,06,AA,9,4921,26,20,53,2,46.5,8,13,8,27,9,95.5,0.2,10.1,331,83.2,81,93,97,88,79,91,61,72,90,94,69,93,56.2,27.7,997,19.3,699,378,1,3,7,54,15,21,89998,62415,53705,42266,14,7,13,29.6,13.4,20,9.2,8,1,91,0,72,16,5,0,7,0,345787,1.445000,43057834,8545,21,69,10,7765470,24,50276290,36842778,7312,58,6,5,11,20,21178864,4203,60,19,9,1,6,2,4,1
Burton,239903,239 WASHINGTON,06,AU,2,303,24,11,64,0,49.2,3,12,2,39,7,96.3,0,7.1,38,90.5,70,88,97,78,79,86,29,50,82,.,59,88,59.4,5.3,903,18.1,63,33,2,3,2,53,9,31,83197,61371,39558,40851,21,4.8,9.1,28.3,13.9,12,9.4,12,2,86,0,81,9,3,0,7,1,923706,1.400000,3889608,12080,14,80,6,2047254,45,3461110,3310855,10282,57,9,7,11,16,1889299,5867,68,11,11,0,6,0,4,0
Gateway (Student Alternativ,240801,240 WEBB,01,EA,1,342,0,97,2,1,96.5,2,22,1,0,0,90.9,.,30.4,253,51.1,15,53,.,37,14,66,.,16,.,.,15,.,2.5,0,.,.,35,17,3,10,0,47,0,41,37086,52136,.,35628,94,9.7,20.7,30.3,10.2,9.1,12.9,0,100,0,0,86,6,0,0,8,0,0,0.000000,2388531,7559,84,2,14,1296525,66,2495206,2483206,7858,53,12,11,17,7,1323617,4189,51,17,29,0,2,0,0,0
Laredo,240901,240 WEBB,01,AA,30,24795,0,100,0,0,96.5,69,11,68,18,7,95.8,0.8,15.2,959,74.9,46,73,85,60,43,76,57,46,66,86,46,87,62.4,3.3,805,16.3,3933,1625,1,2,10,41,12,34,74403,68158,51763,46236,97,6.3,15.3,36.4,12.6,15.3,9.5,0,93,5,1,51,10,1,28,4,7,75943,1.495000,237882963,9563,61,20,19,8620000,4,284886449,205488348,8261,58,7,5,11,19,118273330,4755,57,13,21,4,3,0,2,0
United,240903,240 WEBB,01,AA,41,37671,0,98,2,1,72.4,46,11,45,30,10,96.2,0.1,2.8,1644,86.9,60,81,92,71,65,86,69,60,79,86,56,91,79.7,5.9,836,18.2,5436,2265,0,2,8,42,11,36,82215,65675,56713,44209,96,6.9,16.6,43.6,9.3,14,9,0,91,7,2,55,10,0,25,5,5,211939,1.475000,301844854,8470,49,38,13,35132691,14,320854815,256292843,7192,57,7,6,11,20,145001847,4069,60,15,15,3,4,0,2,1
Webb Cons,240904,240 WEBB,01,AA,4,381,0,97,3,0,60.1,10,16,10,19,2,96.4,0,12.5,20,83.3,86,97,.,94,74,96,.,86,86,.,82,98,.,0,834,.,88,49,3,1,4,56,0,35,74847,79694,66263,56846,86,4.3,7.7,10.1,17,34.4,5.7,0,83,17,0,84,7,0,0,7,2,5000582,1.092000,7420328,18459,7,87,6,1664678,9,7487250,6534586,16255,54,12,5,13,16,3535024,8794,63,11,11,2,9,0,4,1
Boling,241901,241 WHARTON,03,AA,3,975,14,43,43,0,51.8,5,9,5,31,5,95.9,0,0,67,98.5,70,91,91,77,74,89,48,65,82,.,61,81,56.9,9.1,950,19.2,148,71,1,3,3,48,17,29,73462,61262,54467,40974,23,6.6,13.6,30.8,12.3,9.8,9.7,3,4,93,0,81,3,4,1,8,2,180462,1.370000,7826352,8308,60,35,5,785476,10,7678559,7519137,7982,53,6,6,14,21,4011770,4259,65,10,11,0,7,1,5,1
