SNAPDIST,DISTRICT,DZCNTYNM,REGION,DZCAMPUS,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETINDP,DPETASIP,DPETPCIP,DPETTWOP,DPETECOP,DPETLEPP,DPETSPEP,DPETBILP,DPETVOCP,DPETGIFP,DA0AT11R,DA0708DR11R,DADC4X11R,DA0GR11N,DAGC4X11R,DA00A001512R,DA00AR01512R,DA00AW01512R,DA00AM01512R,DA00AC01512R,DA00AS01512R,DB00A001512R,DH00A001512R,DW00A001512R,DI00A001512R,D300A001512R,D400A001512R,D200A001512R,DE00A001512R,DA0CT11R,DA0CC11R,DA0CS11R,DA0CA11R,DPSATOFC,DPSTTOFC,DPSCTOFP,DPSSTOFP,DPSUTOFP,DPSTTOFP,DPSETOFP,DPSXTOFP,DPSCTOSA,DPSSTOSA,DPSUTOSA,DPSTTOSA,DPSAMIFP,DPSAKIDR,DPSTKIDR,DPST05FP,DPSTEXPA,DPSTADFP,DPSTURNR,DPSTBLFP,DPSTHIFP,DPSTWHFP,DPSTO2FP,DPSTREFP,DPSTSPFP,DPSTCOFP,DPSTBIFP,DPSTVOFP,DPSTGOFP,DPFVTOTK,DPFTADPR,DPFRAALLT,DPFRAALLK,DPFRASTAP,DZRVLOCP,DPFRAFEDP,DPFFENDT,DPFFENDP,DPFEAALLT,DPFEAOPFT,DPFEAOPFK,DPFEAINSP,DZEXADMP,DZEXADSP,DZEXPLAP,DZEXOTHP,DPFEAINST,DPFEAINSK,DPFPAREGP,DPFPASPEP,DPFPACOMP,DPFPABILP,DPFPAVOCP,DPFPAGIFP,DPFPAATHP,DPFPAHSAP,DPFPAOTHP
Big Springs Charter,193801,193 REAL,20,2,171,14,37,43,2,0,1,3,95.3,1,70,1,30,0,96.4,0,10.5,19,84.2,71,76,63,59,81,87,61,71,71,.,.,.,.,71,87.5,0,.,16.7,54,22,4,6,6,41,25,18,85143,67712,46063,41051,27,3.1,7.7,55.1,5.3,22.5,44.3,4,15,80,0,57,31,0,0,12,0,0,0.000000,3220298,22363,90,1,9,698481,26,3314849,3314849,23020,62,11,11,8,8,2063781,14332,9,77,11,1,0,0,1,1,0
Leakey,193902,193 REAL,20,1,228,1,38,61,0,0,0,0,55.7,10,11,10,40,4,95.4,2,0,32,100,77,82,70,68,80,91,.,68,83,.,.,.,.,73,64.3,38.9,.,21.4,45,23,4,5,26,51,0,13,45326,49853,28637,47092,16,5.1,10,15.3,18.2,24.5,29.5,0,9,91,0,79,9,0,0,9,2,1212732,1.040000,3631982,14413,20,76,5,-241490,-7,4013652,3341810,13261,56,14,4,10,16,1861393,7386,67,15,9,2,7,0,0,0,0
Avery,194902,194 RED RIVER,08,3,396,2,9,82,2,1,0,5,53.8,0,10,0,31,7,95.6,0,0,35,100,84,86,76,82,91,80,.,67,86,.,.,.,88,78,82.8,29.2,.,21.7,55,31,4,3,2,57,11,23,60804,54724,45889,40978,11,7.2,12.7,12.9,15.7,13.1,16,0,3,94,3,73,6,1,0,12,8,115854,1.040000,3898109,9745,76,16,7,520461,16,3716132,3452051,8630,57,9,8,9,17,1973483,4934,64,8,16,0,8,0,3,2,0
Rivercrest,194903,194 RED RIVER,08,3,717,5,11,79,1,0,0,5,58.6,2,11,2,28,14,95.8,0,2.3,43,97.7,82,86,69,82,84,83,73,76,83,.,.,.,80,80,73.2,23.3,.,20,104,60,3,3,6,58,12,19,66049,62767,42501,42371,5,6.9,11.9,21.6,14.6,21.7,15.9,2,0,98,0,73,5,9,0,9,5,278094,1.260000,8649926,11753,59,35,6,2734660,43,8326127,6570800,8928,57,7,5,12,19,3728602,5066,61,11,14,0,7,0,6,2,0
Clarksville,194904,194 RED RIVER,08,3,670,58,21,18,1,0,0,3,89.3,10,13,10,25,7,96.7,0,6.1,45,93.9,63,64,44,65,65,73,58,74,69,.,.,.,.,61,78.8,7.7,.,18.4,138,60,2,2,7,43,17,29,83700,71411,51836,41552,44,4.9,11.2,49.6,11.3,20.5,35,29,2,66,3,60,12,16,1,5,6,289877,1.040000,10205912,14354,60,24,17,1714512,23,9976122,9665655,13594,52,11,5,11,21,4991737,7021,52,19,17,1,4,1,4,1,2
Detroit,194905,194 RED RIVER,08,3,492,10,4,83,2,0,0,2,66.7,0,19,0,23,7,96,0,6.3,32,90.6,65,71,52,58,71,76,57,74,67,40,.,.,50,60,58.3,14.3,.,20.6,114,43,2,1,11,38,24,25,67178,59428,41524,40036,9,4.3,11.5,32.7,12.7,16.1,17.4,0,0,100,0,77,8,5,0,6,4,121743,1.382000,7132709,14707,57,17,26,633807,15,6703077,6020133,12413,61,9,5,9,15,3659359,7545,46,19,25,0,4,0,5,1,0
Pecos-Barstow-Toyah,195901,195 REEVES,18,5,2162,1,91,7,0,1,0,0,71.7,7,9,7,23,7,94.8,0,4.4,159,95.6,66,68,58,66,71,66,91,64,87,.,94,.,100,62,61.9,7,857,18,353,173,1,2,7,49,17,24,89136,70073,48625,46211,64,6.1,12.5,33,13.8,19,14.7,3,42,54,1,70,9,7,7,5,2,539671,1.232000,26054364,12040,36,50,15,7039602,37,30097312,23041137,10647,56,8,4,12,20,12871280,5948,46,16,22,1,4,3,6,1,2
Balmorhea,195902,195 REEVES,18,1,140,0,94,6,0,0,0,0,90,2,7,2,46,9,95.7,0,0,13,100,79,79,80,79,73,82,.,78,90,.,.,.,.,75,76.9,0,849,.,33,18,6,3,2,53,12,24,46627,64125,56534,39495,72,4.2,7.9,50.5,7.5,1.8,16.4,0,64,36,0,77,6,1,0,10,6,216894,1.238000,2918912,18358,75,15,10,702796,31,2576031,2302456,14481,48,15,5,9,24,1093347,6876,52,12,21,0,7,1,7,1,0
Austwell-Tivoli,196901,196 REFUGIO,03,2,150,0,66,34,0,0,0,0,59.3,0,8,0,11,13,96.5,0,0,15,100,83,86,76,79,90,84,.,84,80,.,.,.,.,81,38.5,0,940,.,36,20,5,3,5,54,8,25,72079,77390,52581,44784,53,4.2,7.6,25.5,13.5,21.6,5.6,0,38,62,0,76,10,9,0,4,0,2829217,1.064000,2839460,18930,27,67,7,696716,13,2667336,2556339,17042,49,15,8,13,15,1246681,8311,66,10,17,0,2,1,4,1,0
Woodsboro,196902,196 REFUGIO,03,2,494,3,54,41,0,1,0,2,52,0,14,0,28,12,95.5,0,9.3,37,88.4,75,80,68,72,75,73,.,67,87,.,.,.,65,66,86.7,3.8,.,17.5,86,42,1,4,2,50,17,27,60020,47400,41064,42875,35,5.8,11.6,11.8,18.2,6.8,18.8,5,16,79,0,77,12,5,0,5,1,270591,1.605000,7310424,14534,48,28,24,852132,18,8403592,5300537,10538,60,6,7,11,15,3199476,6361,43,16,27,0,7,0,6,1,0
Refugio,196903,196 REFUGIO,03,2,704,11,63,25,0,1,0,1,63.1,4,11,4,23,4,95.2,0,4.3,68,95.7,73,72,54,78,79,69,68,68,84,.,100,.,80,68,82,14,881,18.3,127,67,2,4,3,53,10,28,84335,64701,51624,45216,40,5.6,10.5,24.7,14.1,13.7,14.9,1,20,75,3,80,12,0,0,3,4,777267,1.175000,12384599,17035,20,58,21,1638848,22,13549419,12537056,17245,44,7,4,22,23,5554325,7640,41,41,10,0,2,0,5,0,1
Miami,197902,197 ROBERTS,16,1,216,1,10,87,1,0,0,1,21.8,0,6,0,30,3,96.9,0,0,12,100,82,86,73,84,89,66,100,91,81,89,.,.,.,81,80,25,.,21.9,39,21,3,2,4,53,13,26,80000,70298,45454,43274,5,5.5,10.4,46,10,20.2,28.6,0,0,100,0,77,5,9,0,8,1,3230900,1.067000,3641262,19165,33,65,2,1492553,19,2838937,2543390,13386,54,12,5,11,18,1379654,7261,75,5,5,0,7,0,8,1,0
Bremond,198901,198 ROBERTSON,06,3,445,16,7,72,1,1,0,3,47,2,11,2,23,10,95.6,0,4.1,48,95.9,81,82,69,81,88,80,70,82,83,75,100,.,75,81,79.5,22.9,913,19.6,88,44,2,4,2,50,9,32,59667,51814,48181,44608,17,5.1,10.2,34.3,10.5,18.3,7.9,5,5,89,2,84,6,3,0,7,0,977437,1.275000,8252150,17939,33,63,4,2358305,40,12608149,7008501,15236,44,23,5,12,16,3089148,6716,64,14,6,0,5,1,8,1,2
Calvert,198902,198 ROBERTSON,06,1,153,85,7,7,0,0,0,1,92.8,1,14,0,26,3,95.6,0,10,13,90,53,59,55,51,55,42,51,90,.,.,.,.,.,51,81.8,0,.,15.7,37,17,5,4,1,45,23,22,70218,53702,50000,42037,56,4.1,9.2,36,16.1,39.9,26.8,42,6,52,0,75,6,12,0,7,1,591349,1.040000,2174583,12867,35,44,20,291867,17,2297343,2292343,13564,58,10,7,13,12,1335910,7905,50,15,29,0,6,0,0,0,0
Franklin,198903,198 ROBERTSON,06,3,1085,7,16,75,0,2,0,1,40.9,2,10,2,23,8,95.8,0,2.8,67,93,87,86,76,90,90,87,71,80,90,.,88,.,.,77,69.4,34.9,1002,22.5,225,109,2,3,5,48,9,33,77238,62251,52874,41991,13,4.8,10,32.2,13.3,8,12.5,5,0,94,1,88,3,0,1,8,0,2444801,1.310000,30901853,28826,27,69,5,6215966,20,32671241,16624103,15508,47,6,4,24,19,7812713,7288,61,23,7,0,4,1,2,1,1
Hearne,198905,198 ROBERTSON,06,3,966,48,40,10,0,1,0,1,92.3,12,15,11,21,5,95.1,0,7.6,74,87.3,57,56,46,58,59,70,53,61,59,.,.,.,.,56,48.1,8,952,17.4,172,78,2,3,6,46,16,27,71167,65179,42708,38307,48,5.6,12.3,61.1,7.8,11.5,31.9,22,1,77,0,66,14,8,1,5,6,372226,1.320000,12805842,12161,47,38,16,3078959,33,12039565,10193111,9680,59,8,6,12,16,6009486,5707,49,16,24,1,4,0,3,1,2
Mumford,198906,198 ROBERTSON,06,2,561,10,56,32,0,1,0,2,74.2,15,7,15,17,13,97.2,0,0,32,100,86,87,81,86,84,94,75,84,93,.,88,.,86,83,53.8,7.1,973,18.8,67,37,0,2,9,55,15,19,147400,109359,45052,43275,23,8.4,15.3,48.1,9.4,10.9,10.8,0,3,97,0,71,3,22,0,4,0,159789,1.040000,5448736,9925,72,21,7,4323211,91,6496036,3569629,6502,64,5,4,9,18,2282261,4157,71,7,16,1,5,0,0,0,0
Rockwall,199901,199 ROCKWALL,10,18,14213,6,21,66,1,3,0,3,25.3,7,8,7,20,7,96.6,0,1.7,882,93.1,88,90,80,88,91,92,78,81,91,83,95,91,90,78,81.4,43.2,1056,23.2,1532,875,2,3,11,57,8,19,87031,74978,57252,50589,13,9.3,16.2,21.9,12.2,32.9,9.3,2,7,89,2,83,8,3,1,3,3,404328,1.470000,148073238,10603,32,62,6,37099985,36,149796467,114756227,8217,57,6,6,11,21,65695502,4704,68,15,4,3,3,1,4,1,0
Royse City,199902,199 ROCKWALL,10,9,4642,6,29,62,1,1,0,2,40.4,7,8,7,24,12,96.3,0,7.2,276,91.1,80,83,74,79,82,79,77,75,83,83,98,77,82,73,58.1,23.1,965,20,669,327,1,3,8,49,8,31,92074,67541,55194,46160,16,6.9,14.2,26.1,11.3,18.1,10.2,4,1,91,4,73,8,6,3,4,6,229516,1.610000,46156127,10162,55,40,5,6194531,18,47829335,39078306,8604,56,7,7,11,19,22056914,4856,71,13,8,0,3,1,4,0,0
Ballinger,200901,200 RUNNELS,15,4,989,2,48,48,0,0,0,1,59.6,2,9,2,24,9,95.8,0,1.3,74,98.7,73,79,66,70,78,70,52,62,84,.,.,.,94,64,92.4,21.3,.,21.3,163,86,1,3,6,53,13,25,86400,62099,53645,41793,12,6.1,11.5,19.7,16.3,9.3,8.1,1,2,94,2,71,10,9,0,5,5,245545,1.170000,12633307,12865,56,28,16,2682813,30,13257112,9880884,10062,58,10,5,9,18,5710150,5815,51,25,11,0,4,2,4,1,2
Miles,200902,200 RUNNELS,15,3,426,1,37,62,0,1,0,0,35.2,5,8,5,27,6,97.4,0,3.7,26,96.3,86,86,75,90,92,83,.,81,89,.,.,.,.,80,84.6,18.2,.,20.6,71,40,3,3,6,56,12,21,69802,69114,45085,39670,15,6,10.8,27.8,13.4,5,12.5,0,13,87,0,74,5,5,4,6,5,149271,1.247000,4395530,10880,73,21,6,1012363,27,4132849,3980556,9853,56,10,4,10,20,2209803,5470,67,5,14,1,5,0,6,1,1
Winters,200904,200 RUNNELS,15,3,612,1,58,39,1,0,0,2,71.4,3,9,3,26,11,95.8,0,0,38,97.4,71,74,62,73,80,63,71,64,81,80,.,.,39,65,67.7,14.3,.,19.9,112,54,1,4,7,48,11,29,94500,67056,45498,41116,15,5.5,11.4,20.4,15.4,14.6,14.6,0,7,93,0,75,6,8,1,6,4,308841,1.040000,7486482,12233,56,31,14,1102362,16,7521010,6263226,10234,53,10,6,13,19,3310701,5410,55,11,19,0,6,2,6,1,0
Olfen,200906,200 RUNNELS,15,3,56,0,48,46,5,0,0,0,83.9,2,18,2,0,0,96.6,0,.,0,.,60,72,70,44,75,.,.,62,.,.,.,.,.,62,.,.,.,.,16,8,6,0,0,47,6,40,80000,.,.,33703,14,3.4,7.2,61.4,7.2,0,22.2,0,13,87,0,94,0,6,0,0,0,85842,1.247000,1043281,14904,88,7,6,52782,7,1167672,1023593,14623,47,21,5,10,18,480061,6858,71,7,20,0,0,0,2,0,0
Henderson,201902,201 RUSK,07,5,3395,20,26,51,1,1,0,2,59.8,10,8,9,20,6,96.1,0,2.2,226,94.8,78,81,69,76,85,77,63,73,85,.,94,.,68,70,56.4,25.2,1000,20.6,500,246,1,3,8,49,13,25,98617,71571,50881,43841,22,6.8,13.8,33.7,12.5,20.3,15.8,6,4,90,1,76,5,5,6,4,4,504392,1.180000,34961450,10508,22,66,12,8557868,34,34254207,30264999,9097,56,6,6,11,21,16932413,5089,61,16,12,1,5,1,3,1,1
Laneville,201903,201 RUSK,07,1,152,59,22,17,0,0,0,2,89.5,13,15,13,30,0,94.6,0,30,6,60,58,60,37,52,77,74,56,56,70,.,.,.,.,57,.,.,.,.,37,19,4,2,4,52,14,25,64667,117853,41040,38285,44,4.1,7.9,36.2,11.3,20.3,17.8,23,0,77,0,62,26,5,0,7,0,613148,1.170000,2352120,13518,39,47,14,338741,21,2167979,2140470,12302,57,12,4,10,17,1220974,7017,53,16,22,1,4,0,4,1,0
Leveretts Chapel,201904,201 RUSK,07,3,261,9,23,62,1,1,0,4,69.3,12,5,12,20,7,95.4,0,12.5,12,75,73,77,60,72,76,75,55,87,70,.,100,.,85,67,50,.,.,.,38,22,3,5,1,58,8,26,101713,65502,53964,39945,5,6.8,11.7,13.5,10.3,10,9.2,0,4,96,0,84,2,4,0,8,2,137174,1.222000,2837991,10957,72,20,8,802398,36,2663151,2434305,9399,58,11,6,10,15,1405702,5427,59,7,18,1,5,0,7,1,2
Mount Enterprise,201907,201 RUSK,07,2,354,15,9,74,0,1,0,2,44.9,4,10,4,38,12,95.9,0,6.3,30,93.8,73,83,66,66,74,68,52,68,77,.,.,.,77,67,44.4,8.3,.,17.8,53,31,3,2,10,59,7,20,68967,75508,56646,41438,16,6.7,11.4,16.1,16.4,16.1,26.4,6,0,94,0,89,7,0,0,4,0,175193,1.214000,3818168,9642,71,23,7,212886,7,5002584,3803237,9604,59,11,5,9,15,2253140,5690,65,11,10,1,7,1,5,1,0
Overton,201908,201 RUSK,07,2,556,14,5,76,1,0,0,3,57.4,0,8,0,25,6,94.5,0,2.2,42,93.3,70,70,67,72,73,67,45,78,73,.,.,.,59,68,57.9,22.7,917,20,89,43,1,3,4,48,0,43,86100,64632,46917,39878,11,6.2,12.9,55.8,7.8,11.6,22.6,7,0,88,5,81,7,0,0,9,3,127501,1.504000,5805219,10632,70,24,7,334261,8,10736374,5046134,9242,55,7,6,13,18,2769901,5073,64,15,8,0,4,1,7,1,1
Tatum,201910,201 RUSK,07,4,1580,23,23,52,0,0,0,2,56.4,8,5,8,21,9,95.2,0,4.4,114,94.7,78,79,73,76,82,77,69,77,82,50,100,.,87,72,58.4,15.3,.,19.6,186,95,2,3,6,51,10,28,120811,71440,56819,44556,31,8.5,16.6,35.8,11,21.1,23,12,3,83,2,81,6,3,2,6,2,1052824,1.040000,17898901,11645,22,70,8,8361482,45,16944650,13378373,8704,53,7,5,11,24,7028714,4573,59,17,11,2,4,2,5,1,0
Carlisle,201913,201 RUSK,07,1,670,3,49,45,1,0,0,2,74.8,22,6,16,20,2,95.7,0,7,41,93,67,66,55,67,75,68,53,62,73,.,.,.,.,62,71.4,5,870,17.2,96,53,1,6,1,55,15,22,73957,56647,46351,40669,14,7,12.7,20.9,14.1,25.8,5.7,4,8,85,4,79,5,8,1,5,1,151126,1.505000,7048783,10412,70,22,8,1395610,25,6734500,6042674,8926,55,9,5,12,19,3329652,4918,57,12,12,7,3,0,7,1,0
West Rusk,201914,201 RUSK,07,4,992,14,24,58,1,0,0,3,68.2,11,10,11,22,3,95.8,0,1.9,49,90.7,71,75,66,69,70,71,58,65,75,57,.,.,71,66,84.1,8.1,881,18,146,76,3,3,4,52,14,23,78482,69446,50112,43245,14,6.8,13,31.4,11.9,13.2,16.1,4,0,95,1,80,8,6,1,5,0,437964,1.120000,10757548,11217,37,52,11,1424434,17,11138284,10214434,10651,55,5,8,13,20,5565533,5803,45,15,26,2,4,1,7,1,0
Hemphill,202903,202 SABINE,07,3,922,10,7,76,1,0,0,6,64.1,2,10,2,16,7,94.1,0,6.2,77,92.6,74,76,70,73,77,75,58,79,76,.,.,.,71,69,89.9,22.6,1014,20.2,154,81,1,2,5,52,10,30,93863,71798,51769,42467,12,6,11.4,30.9,13.2,22.2,27.3,6,1,90,2,82,8,2,0,6,2,416911,1.037000,13026960,13933,37,32,31,1000000,12,10073736,9351809,10002,57,6,5,11,20,5356687,5729,54,20,15,0,5,1,4,1,0
West Sabine,202905,202 SABINE,07,2,645,6,4,88,0,0,0,2,81.1,1,10,1,26,7,94.2,0,4,47,96,67,68,57,69,72,61,56,65,67,.,.,.,80,64,73.7,3.6,903,18.4,96,53,1,2,7,56,12,23,79167,57988,39412,41303,8,6.8,12.1,31.9,13.4,22,9.1,6,2,92,0,87,5,1,0,7,0,141957,1.379000,13298768,20028,37,52,11,2156153,42,12648344,5610941,8450,58,8,5,10,20,3232986,4869,57,9,20,0,6,0,6,1,0
San Augustine,203901,203 SAN AUGUSTINE,07,3,839,56,18,22,0,1,0,3,92,9,12,9,21,12,96.7,0,7.5,49,90.6,58,59,47,51,70,65,55,57,59,.,100,.,83,56,79.5,0,.,16.4,156,68,2,4,4,44,16,30,80996,51671,56110,43966,37,5.4,12.4,29.8,14.2,34.8,33.3,14,0,85,1,77,8,0,4,8,4,485859,1.270000,10156747,11963,47,38,16,529142,7,9512505,8720117,10271,55,8,6,9,22,4799050,5653,39,16,28,1,7,4,4,1,0
Broaddus,203902,203 SAN AUGUSTINE,07,2,474,2,6,89,0,1,0,2,81.6,2,11,2,29,11,93.7,0,3.3,29,96.7,66,72,62,63,66,61,76,61,65,.,100,.,63,61,.,17.9,.,19.1,71,37,3,3,4,52,7,31,66300,61705,42959,40855,6,6.7,12.9,29.8,13.4,8.1,16.3,3,0,97,0,79,9,5,0,7,0,193882,1.170000,5092576,11119,68,17,15,1462428,37,4376351,3818401,8337,51,9,5,12,22,1958763,4277,52,17,19,0,8,0,3,2,0
Coldspring-Oakhurst Cons,204901,204 SAN JACINTO,06,4,1667,23,7,67,1,0,0,2,65.4,1,10,1,31,6,95.1,0,6.7,112,86.7,64,69,48,61,64,69,54,61,68,45,.,.,64,57,62.2,13.1,873,18.2,263,107,2,3,9,41,11,35,74621,59556,48737,41621,29,6.3,15.6,42.8,10.7,18.2,23.1,14,3,82,1,74,10,4,0,10,2,539357,1.095000,17096274,10355,25,61,14,4483870,34,16008898,15130539,9164,52,6,5,12,24,7923244,4799,53,17,17,0,6,1,4,1,1
Shepherd,204904,204 SAN JACINTO,06,4,1923,6,25,68,0,1,0,0,70.8,10,8,9,31,5,95.8,0,1.2,76,93.8,64,65,46,68,67,63,60,57,66,.,90,.,.,59,58,7.5,942,18.4,272,139,2,3,4,51,12,29,81691,66759,56379,45229,14,7.1,13.9,36,11.4,15.8,13.3,4,4,92,1,76,7,5,1,7,3,155803,1.360000,19969731,10395,65,23,12,5169589,37,18971874,16455065,8566,56,5,6,11,22,9192974,4786,54,17,16,0,5,4,3,1,0
Aransas Pass,205901,205 SAN PATRICIO,02,6,1782,4,57,37,1,1,0,2,71.6,8,11,8,24,5,95.1,0,3.9,115,92.9,63,67,42,63,68,66,67,59,69,36,73,.,75,60,49,12.2,920,18.8,268,118,1,3,9,44,12,32,88914,61371,51524,45647,40,6.6,15.2,27,12.7,19.4,13.6,3,25,70,3,74,9,8,0,4,4,319181,1.071000,16842255,9441,40,44,16,3013944,24,16796158,16162220,9060,51,7,6,16,19,8236097,4617,45,20,21,1,6,1,5,1,1
Gregory-Portland,205902,205 SAN PATRICIO,02,7,4433,1,54,41,1,1,0,2,43.4,2,9,2,14,8,96,0.1,4.2,300,90,82,83,73,83,85,82,76,77,88,76,85,100,93,73,75.2,29.6,991,20.8,519,262,1,3,7,51,11,27,97507,69559,53779,47094,36,8.5,16.9,23.3,13.9,29.9,7.5,0,20,77,3,77,11,4,0,2,6,252214,1.370000,39118418,9116,47,45,8,5645018,18,36201192,31522955,7346,56,5,6,12,21,17667262,4117,68,15,8,0,3,0,3,2,1
Ingleside,205903,205 SAN PATRICIO,02,5,2199,2,52,42,0,1,0,3,55.7,5,8,5,18,4,94.8,0,5.4,121,93.1,71,76,61,67,76,74,74,66,77,.,83,.,75,63,59.4,17.5,934,18.9,283,127,1,3,5,45,19,26,88638,71762,52205,47754,35,7.8,17.3,19.5,13.6,12.7,15.2,1,15,82,2,85,11,0,0,4,1,525875,1.140000,19967266,9278,25,66,9,6043998,40,17115054,15584975,7242,58,8,5,11,18,9070994,4215,61,19,12,0,4,0,4,0,0
Mathis,205904,205 SAN PATRICIO,02,4,1716,1,92,6,0,0,0,0,83.9,3,9,2,23,6,94.3,0,14.6,101,80.5,61,65,49,57,62,71,63,60,65,.,.,.,.,59,76.3,2.8,801,15.8,240,108,3,2,13,45,7,30,64310,60392,44591,44597,77,7.1,15.9,46.6,10,21.4,28.3,0,62,36,2,74,6,4,0,4,12,140086,1.425000,23797770,13228,52,19,29,3751216,28,23622662,19428964,10800,58,6,4,12,21,11211353,6232,38,28,24,0,4,0,4,1,1
Odem-Edroy,205905,205 SAN PATRICIO,02,3,1076,0,84,16,1,0,0,0,65.1,3,9,3,21,5,95.9,0,9.5,59,87.3,68,75,63,66,69,61,.,66,82,70,.,.,.,63,84.3,7,816,17.7,175,78,1,3,6,45,9,36,74800,65549,53586,46462,68,6.2,13.8,30.4,12.8,14.7,22.6,0,51,46,3,77,9,3,0,3,7,190284,1.293000,12055372,11111,56,31,13,509092,6,12600498,11968787,11031,50,9,5,14,22,5955914,5489,54,13,21,0,5,0,6,2,0
Sinton,205906,205 SAN PATRICIO,02,5,2154,1,82,16,0,0,0,0,72.6,2,9,2,24,7,95.4,0,0.8,124,99.2,66,67,56,61,78,72,64,63,84,91,73,.,75,60,77.8,14.3,910,18.9,337,151,2,3,7,45,12,32,87321,66060,48830,45165,61,6.4,14.2,36.4,12.3,21.2,12.9,1,41,57,1,88,6,0,0,5,1,139252,1.361000,25232526,11736,59,24,17,2210212,13,33703740,20334504,9458,55,6,6,13,21,11090898,5159,57,14,14,0,4,4,6,1,1
Taft,205907,205 SAN PATRICIO,02,3,1098,1,89,9,1,0,0,1,72.3,2,11,2,24,7,94.8,0,6.4,74,88.5,62,62,52,61,70,65,.,60,78,.,.,.,100,59,66.7,5.3,943,17.4,200,87,2,4,5,44,15,29,88618,66605,44781,43895,68,5.5,12.6,36.6,11.4,22.9,29.6,3,43,53,1,79,11,1,0,5,4,360659,1.385000,15041800,13241,53,32,16,1419954,13,17829636,12414074,10928,48,10,6,15,21,5924377,5215,53,15,20,0,6,0,6,1,0
San Saba,206901,206 SAN SABA,15,3,699,0,50,49,0,0,0,0,61.7,14,10,14,28,6,96.4,0,0,43,95.3,76,79,69,75,75,76,.,65,85,.,.,.,.,70,75.7,10.7,.,19.3,116,64,3,1,5,55,14,23,72971,63389,50660,38484,24,6,11,34.6,13.2,14.4,24.2,0,6,94,0,69,8,7,2,6,7,258086,1.320000,7979655,11145,61,30,10,1017835,16,7318014,6884333,9615,58,8,6,11,16,4001731,5589,58,11,15,1,7,1,6,1,0
Richland Springs,206902,206 SAN SABA,15,1,136,2,24,72,1,0,0,2,65.4,0,13,0,36,3,95.5,0,0,11,100,65,68,71,52,70,78,.,56,69,.,.,.,83,55,87.5,42.9,999,.,32,15,3,0,3,48,12,34,75000,.,39103,40023,12,4.2,8.8,28.8,12.5,6.5,13,0,0,100,0,76,15,1,0,8,0,385165,1.170000,2211938,17417,61,31,9,485771,28,1960876,1904025,14992,50,13,1,13,22,958099,7544,47,17,16,0,11,0,9,1,0
Cherokee,206903,206 SAN SABA,15,1,127,2,28,68,1,0,0,2,66.9,7,13,7,29,6,95.5,0,12.5,5,62.5,75,81,67,73,72,80,.,74,76,.,.,.,.,72,.,.,.,.,28,17,4,2,2,61,7,24,70511,51875,54038,33939,7,4.5,7.3,53.9,7.5,14.4,41.5,0,0,100,0,83,9,0,0,7,1,309846,1.170000,1763508,15073,57,29,15,332792,25,1697067,1558718,13322,57,14,6,10,13,886972,7581,61,9,22,0,1,0,4,2,0
Schleicher,207901,207 SCHLEICHER,15,3,586,0,67,31,0,1,0,1,53.1,7,5,7,25,2,96.6,0,2.1,44,95.8,78,80,74,79,75,78,.,71,91,.,100,.,.,71,70,28.6,836,20.5,108,62,2,3,4,58,10,24,78258,64647,54216,41766,23,5.4,9.4,28.8,16,14.4,12.5,0,5,95,0,70,4,17,2,5,2,597222,1.170000,7321438,12367,33,60,8,1474307,24,6705366,6380839,10778,61,9,4,9,18,3867109,6532,62,7,18,2,3,2,5,1,0
Hermleigh,208901,208 SCURRY,14,1,228,1,38,56,0,0,0,5,50.9,2,10,2,32,1,95.9,0,0,15,100,59,67,46,55,62,62,.,55,62,.,.,.,.,57,36.4,.,.,.,38,20,1,4,1,54,21,19,97200,59905,60767,45183,13,6,11.2,15.3,15.3,15.8,7.4,0,0,100,0,73,7,1,5,14,0,496970,1.290000,4468026,19426,18,78,4,3735622,82,10851097,2519685,10955,58,11,4,10,17,1463256,6362,63,12,7,0,10,0,7,0,0
Snyder,208902,208 SCURRY,14,6,2742,3,57,38,1,1,0,1,58.3,7,13,6,30,5,95.9,0.5,1.6,190,94.8,66,65,57,64,71,77,60,58,76,54,86,.,73,55,44.4,20.8,1016,19.9,357,195,1,4,8,55,11,22,88122,70679,56258,48218,21,7.7,14.1,19,15.5,16.4,10.8,1,11,87,2,76,9,5,0,7,3,884042,1.164000,38016589,13660,27,61,12,12435526,40,35174105,26959905,9687,57,7,6,10,20,15230307,5473,58,15,10,3,5,3,5,1,2
Ira,208903,208 SCURRY,14,1,254,0,26,74,0,0,0,0,33.5,3,6,3,39,5,96.9,0,0,25,100,81,86,79,76,88,71,.,.,81,.,.,.,.,79,72.7,6.3,.,19,35,21,1,3,4,60,6,26,91100,67500,39327,43681,9,7.3,12.1,14.2,13.1,7.1,14.2,0,5,91,5,83,5,0,0,11,0,852410,1.040000,3084876,12050,18,78,4,1060865,33,2969416,2659722,10390,53,10,4,13,20,1406395,5494,70,7,6,0,10,0,7,0,0
